,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
378,2021060300100093,2021년 6월 3일 08시,목요일,경기도 수원시 영통구 하동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,여,36세,상해없음,보행자,남,10세,경상
379,2021060400100075,2021년 6월 4일 07시,금요일,경기도 포천시 소흘읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,주차장 - 주차장,승용,여,72세,상해없음,보행자,여,10세,경상
380,2021060400100297,2021년 6월 4일 14시,금요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,여,10세,중상
381,2021060400100395,2021년 6월 4일 16시,금요일,경기도 시흥시 목감동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,22세,상해없음,자전거,남,10세,경상
382,2021060500100486,2021년 6월 5일 18시,토요일,경기도 평택시 포승읍,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,54세,상해없음,보행자,남,10세,부상신고
383,2021060600100159,2021년 6월 6일 13시,일요일,경기도 시흥시 장곡동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,30세,상해없음,보행자,남,10세,경상
384,2021060700100506,2021년 6월 7일 19시,월요일,경기도 성남시 분당구 판교동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,자전거,남,11세,경상
385,2021060800100442,2021년 6월 8일 18시,화요일,경기도 성남시 중원구 상대원동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,보행자,여,11세,경상
386,2021060900100263,2021년 6월 9일 13시,수요일,경기도 의정부시 의정부동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,자전거,남,11세,경상
387,2021060900100459,2021년 6월 9일 18시,수요일,경기도 용인시 처인구 유방동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,25세,상해없음,자전거,남,12세,중상
388,2021060900100469,2021년 6월 9일 18시,수요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,개인형이동수단(PM),남,27세,상해없음,보행자,여,11세,경상
390,2021061100100406,2021년 6월 11일 17시,금요일,경기도 수원시 권선구 권선동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,자전거,남,12세,경상
391,2021061200100355,2021년 6월 12일 15시,토요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대사람 - 차도통행중,기타,건조,맑음,기타 - 기타,승용,남,30세,상해없음,보행자,여,11세,경상
392,2021061300100198,2021년 6월 13일 14시,일요일,경기도 수원시 장안구 조원동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,화물,남,57세,상해없음,자전거,남,10세,경상
393,2021061300100207,2021년 6월 13일 14시,일요일,경기도 부천시 고강동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,12세,경상
394,2021061400100080,2021년 6월 14일 08시,월요일,경기도 김포시 장기동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,기타,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,12세,경상
396,2021061600100394,2021년 6월 16일 16시,수요일,경기도 파주시 문산읍,부상신고사고,0,0,0,2,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,여,10세,부상신고
397,2021061700100176,2021년 6월 17일 11시,목요일,경기도 안성시 당왕동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,자전거,남,10세,중상
398,2021061700100310,2021년 6월 17일 15시,목요일,경기도 평택시 안중읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승합,여,61세,기타불명,보행자,여,11세,중상
400,2021062000100300,2021년 6월 20일 16시,일요일,경기도 이천시 부발읍,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,기타 - 기타,화물,남,60세,상해없음,자전거,남,10세,경상
401,2021062000100366,2021년 6월 20일 18시,일요일,경기도 시흥시 은행동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,20세,상해없음,보행자,여,12세,경상
402,2021062100100300,2021년 6월 21일 14시,월요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,53세,상해없음,자전거,남,12세,경상
404,2021062200100360,2021년 6월 22일 15시,화요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,젖음/습기,기타,교차로 - 교차로부근,승용,여,42세,상해없음,자전거,남,11세,경상
405,2021062200100433,2021년 6월 22일 17시,화요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,61세,상해없음,자전거,남,11세,경상
406,2021062200100508,2021년 6월 22일 20시,화요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,자전거,남,10세,경상
407,2021062300100456,2021년 6월 23일 20시,수요일,경기도 시흥시 신천동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,23세,상해없음,자전거,남,12세,경상
408,2021062500100355,2021년 6월 25일 15시,금요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,기타 - 기타,이륜,남,57세,상해없음,자전거,남,11세,경상
409,2021062500100356,2021년 6월 25일 15시,금요일,경기도 화성시 목동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,58세,상해없음,자전거,남,11세,경상
410,2021062800100344,2021년 6월 28일 14시,월요일,경기도 남양주시 다산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,젖음/습기,비,교차로 - 교차로횡단보도내,승용,여,52세,상해없음,보행자,남,10세,경상
411,2021062800100398,2021년 6월 28일 16시,월요일,경기도 군포시 금정동,경상사고,0,0,1,0,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,16세,상해없음,자전거,남,10세,경상
412,2021062800100503,2021년 6월 28일 18시,월요일,경기도 화성시 능동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,상해없음,보행자,남,12세,중상
414,2021063000100382,2021년 6월 30일 16시,수요일,경기도 화성시 봉담읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,기타,맑음,단일로 - 기타,승용,남,60세,상해없음,자전거,남,12세,경상
415,2021063000100438,2021년 6월 30일 17시,수요일,경기도 하남시 풍산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,11세,경상
416,2021063000100460,2021년 6월 30일 17시,수요일,경기도 의정부시 신곡동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,44세,상해없음,자전거,남,10세,중상
417,2021070100100299,2021년 7월 1일 14시,목요일,경기도 안산시 단원구 선부동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,보행자,여,11세,경상
418,2021070100100502,2021년 7월 1일 18시,목요일,경기도 고양시 일산서구 일산동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,41세,상해없음,보행자,남,10세,경상
419,2021070200100433,2021년 7월 2일 17시,금요일,경기도 화성시 능동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,41세,상해없음,보행자,남,10세,경상
420,2021070200100494,2021년 7월 2일 18시,금요일,경기도 시흥시 월곶동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,70세,상해없음,보행자,여,11세,중상
421,2021070500100398,2021년 7월 5일 17시,월요일,경기도 안양시 동안구 관양동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,자전거,남,10세,경상
422,2021070700100259,2021년 7월 7일 12시,수요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,이륜,남,22세,상해없음,보행자,남,10세,경상
423,2021070700100405,2021년 7월 7일 17시,수요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,58세,상해없음,자전거,여,10세,경상
424,2021070700100496,2021년 7월 7일 19시,수요일,경기도 부천시 소사본동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,56세,상해없음,보행자,남,12세,경상
425,2021070900100349,2021년 7월 9일 16시,금요일,경기도 용인시 기흥구 마북동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,50세,상해없음,보행자,남,10세,경상
426,2021070900100435,2021년 7월 9일 18시,금요일,경기도 평택시 포승읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,남,21세,상해없음,보행자,여,11세,경상
427,2021070900100476,2021년 7월 9일 18시,금요일,경기도 파주시 법원읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,66세,상해없음,자전거,남,11세,경상
429,2021070900100585,2021년 7월 9일 21시,금요일,경기도 고양시 일산동구 정발산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,48세,상해없음,보행자,남,11세,경상
430,2021071100100040,2021년 7월 11일 08시,일요일,경기도 수원시 장안구 영화동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,40세,기타불명,자전거,남,12세,중상
431,2021071400100283,2021년 7월 14일 14시,수요일,경기도 화성시 오산동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,57세,상해없음,자전거,여,10세,부상신고
432,2021071400100505,2021년 7월 14일 19시,수요일,경기도 평택시 세교동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,자전거,남,12세,경상
434,2021072200100397,2021년 7월 22일 16시,목요일,경기도 성남시 중원구 성남동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,보행자,남,10세,경상
435,2021072200100479,2021년 7월 22일 18시,목요일,경기도 수원시 장안구 영화동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,상해없음,보행자,남,12세,경상
436,2021072400100499,2021년 7월 24일 20시,토요일,경기도 하남시 선동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,12세,부상신고
437,2021072700100366,2021년 7월 27일 15시,화요일,경기도 의정부시 호원동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,보행자,여,12세,경상
439,2021072800100588,2021년 7월 28일 22시,수요일,경기도 화성시 산척동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,30세,상해없음,자전거,남,10세,경상
440,2021072900100214,2021년 7월 29일 12시,목요일,경기도 부천시 상동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,63세,상해없음,보행자,남,10세,경상
441,2021072900100421,2021년 7월 29일 18시,목요일,경기도 수원시 권선구 금곡동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,69세,상해없음,자전거,남,10세,중상
442,2021073000100117,2021년 7월 30일 09시,금요일,경기도 고양시 일산동구 백석동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,33세,상해없음,보행자,남,12세,중상
443,2021073000100358,2021년 7월 30일 16시,금요일,경기도 과천시 별양동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,68세,상해없음,자전거,여,10세,경상
444,2021073000100457,2021년 7월 30일 18시,금요일,경기도 부천시 원종동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,38세,상해없음,보행자,남,10세,경상
445,2021080400100447,2021년 8월 4일 18시,수요일,경기도 군포시 산본동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,자전거,남,26세,상해없음,보행자,남,12세,경상
